state,year,accuracy,selection_rate_1,selection_rate_2,selection_rate_3,selection_rate_4,selection_rate_5,selection_rate_6,selection_rate_7,selection_rate_8,selection_rate_9,true_pos_rate_1,true_pos_rate_2,true_pos_rate_3,true_pos_rate_4,true_pos_rate_5,true_pos_rate_6,true_pos_rate_7,true_pos_rate_8,true_pos_rate_9
AL,2018,0.7821537632477097,0.4424731816574325,0.2542681538811746,0.39325842696629215,0.0,0.08333333333333333,0.33986928104575165,0.6666666666666666,0.09178743961352658,0.2542955326460481,0.8083558863328822,0.6617100371747212,0.7419354838709677,0.0,0.0,0.7959183673469388,1.0,0.5714285714285714,0.7307692307692307
AK,2018,0.7803158488437676,0.45068428504011326,0.3055555555555556,0.3870967741935484,0.14967741935483872,0.13636363636363635,0.1791044776119403,0.11538461538461539,0.3333333333333333,0.2457627118644068,0.7322297955209348,0.5833333333333334,0.75,0.41379310344827586,0.2222222222222222,0.3181818181818182,0.2,0.45,0.5411764705882353
AZ,2018,0.7910568861375725,0.4088653023824068,0.27912087912087913,0.21483870967741936,0.4,0.1553398058252427,0.41755537325676784,0.27692307692307694,0.14073226544622425,0.25728155339805825,0.7598878853939582,0.6897590361445783,0.578125,0.5,0.3,0.7801980198019802,0.6666666666666666,0.4548736462093863,0.6741573033707865
AR,2018,0.7763658554095771,0.390661277839883,0.23862841147655703,0.35443037974683544,,0.26666666666666666,0.3197969543147208,0.09090909090909091,0.06451612903225806,0.2974910394265233,0.7739623768289041,0.6787330316742082,0.7777777777777778,,1.0,0.7454545454545455,1.0,0.2777777777777778,0.6470588235294118
CA,2018,0.7984003270896686,0.40213708411153165,0.3057146196096763,0.26197836166924265,0.38461538461538464,0.19111111111111112,0.41404506404964997,0.2150706436420722,0.11573728776378713,0.2897879600292469,0.7224603914259087,0.614029142663504,0.6294277929155313,0.8,0.5520833333333334,0.7056053954316982,0.49473684210526314,0.3915989159891599,0.6373251450017059
CO,2018,0.7801379927170511,0.4609083330312806,0.2775,0.21465968586387435,0.6,0.23076923076923078,0.4316546762589928,0.2777777777777778,0.168848167539267,0.3001132502831257,0.7773639211038686,0.6634146341463415,0.4878048780487805,1.0,0.4166666666666667,0.7573696145124716,0.5454545454545454,0.43902439024390244,0.6971830985915493
CT,2018,0.792974475612838,0.47558636054211273,0.21680564464400257,0.2702702702702703,,0.13333333333333333,0.5117056856187291,0.4,0.11350574712643678,0.2685851318944844,0.7557436517533253,0.5242290748898678,0.7777777777777778,,0.0,0.8435517970401691,1.0,0.373134328358209,0.675
DE,2018,0.782608695652174,0.43112947658402206,0.22875816993464052,0.0,,0.0,0.5172413793103449,,0.16666666666666666,0.05555555555555555,0.7508305647840532,0.5609756097560976,0.0,,0.0,0.9090909090909091,,0.16666666666666666,0.5
FL,2018,0.7833409148344705,0.3956952597361611,0.21462018730489074,0.29292929292929293,0.2,0.125,0.39467395015363604,0.22972972972972974,0.16788588149231895,0.26535288725939504,0.7377222320014082,0.5927622537792029,0.5263157894736842,0.0,0.6666666666666666,0.7572727272727273,0.6111111111111112,0.5271493212669683,0.6371681415929203
GA,2018,0.7971913974270843,0.43811155309079297,0.267714591391655,0.3076923076923077,,0.21212121212121213,0.4529250457038391,0.21951219512195122,0.12959183673469388,0.2835209825997953,0.7881212833125322,0.6541027351567712,0.6956521739130435,,0.6,0.791578947368421,0.7142857142857143,0.46794871794871795,0.7285714285714285
